Type,Location,Neighborhood,Residential,Shop,Work,Latitude,Longitude
restaurant,Rua de Ramalho Ortigão,"Porto, Portugal",,,,41.1488122,-8.6119383
restaurant,,"Porto, Portugal",,,,41.1415759,-8.6134224
cafe,Rua do Bonfim,"Porto, Portugal",,,,41.1507445,-8.5940715
school,Rua do Monte Alegre,"Porto, Portugal",,,,41.1650687,-8.6167841
cafe,Rua de Gondarém,"Porto, Portugal",,,,41.1604359,-8.6831254
cafe,Rua de José Falcão,"Porto, Portugal",,,,41.1489487,-8.6141448
restaurant,Rua Igreja de Paranhos,"Porto, Portugal",,,,41.1707914,-8.606258
atm,,"Porto, Portugal",,,,41.1492349,-8.6164849
cafe,,"Porto, Portugal",,,,41.1471419,-8.6079691
restaurant,,"Porto, Portugal",,,,41.1628141,-8.5936978
cafe,,"Porto, Portugal",,,,41.1472138,-8.5872845
cafe,,"Porto, Portugal",,,,41.1444139,-8.6126164
restaurant,Rua do Padre Luís Cabral,"Porto, Portugal",,,,41.1499428,-8.6733679
cafe,Rua Arquitecto Cassiano Barbosa,"Porto, Portugal",,,,41.1664118,-8.649176
restaurant,,"Porto, Portugal",,,,41.1592226,-8.6591883
cafe,Avenida de Rodrigues de Freitas,"Porto, Portugal",,,,41.145728,-8.6005482
atm,,"Porto, Portugal",,,,41.1836624,-8.5996124
restaurant,Largo de São Domingos,"Porto, Portugal",,,,41.142832,-8.6152011
restaurant,Rua da Picaria,"Porto, Portugal",,,,41.1489061,-8.612904
restaurant,,"Porto, Portugal",,,,41.1497432,-8.6130564
marketplace,,"Porto, Portugal",,,,41.1613207,-8.5743257
marketplace,,"Porto, Portugal",,,,41.1474323,-8.6090933
marketplace,,"Porto, Portugal",,,,41.1427308,-8.6014809
library,Praça do General Humberto Delgado,"Porto, Portugal",,,,41.149331,-8.6101404
atm,,"Porto, Portugal",,,,41.1453539,-8.6111955
atm,,"Porto, Portugal",,,,41.1456993,-8.6110099
marketplace,,"Porto, Portugal",,,,41.1463928,-8.6140966
clinic,,"Porto, Portugal",,,,41.1474404,-8.609269
bank,,"Porto, Portugal",,,,41.1476375,-8.6102772
atm,,"Porto, Portugal",,,,41.1475653,-8.6098393
restaurant,Praça da Liberdade,"Porto, Portugal",,,,41.1468138,-8.6108078
pharmacy,Praça da Liberdade,"Porto, Portugal",,,,41.1467128,-8.6108388
restaurant,,"Porto, Portugal",,,,41.1401243,-8.6147611
cafe,,"Porto, Portugal",,,,41.1484162,-8.6114462
dentist,,"Porto, Portugal",,,,41.1518231,-8.6060335
cafe,Rua da Alegria,"Porto, Portugal",,,,41.1530062,-8.6035588
restaurant,,"Porto, Portugal",,,,41.150926,-8.6204533
restaurant,,"Porto, Portugal",,,,41.1408233,-8.6119854
restaurant,Rua de Cima do Muro,"Porto, Portugal",,,,41.140667,-8.6115549
restaurant,Rua de Cima do Muro,"Porto, Portugal",,,,41.1406862,-8.6114855
restaurant,,"Porto, Portugal",,,,41.1408283,-8.6111858
cafe,,"Porto, Portugal",,,,41.1408013,-8.6113001
restaurant,Cais da Ribeira,"Porto, Portugal",,,,41.1406985,-8.6111398
restaurant,Cais da Ribeira,"Porto, Portugal",,,,41.140641,-8.6114818
restaurant,Cais da Ribeira,"Porto, Portugal",,,,41.1406086,-8.6116991
restaurant,Cais da Ribeira,"Porto, Portugal",,,,41.1406016,-8.6117624
restaurant,Cais da Ribeira,"Porto, Portugal",,,,41.1405671,-8.6122987
university,Rua Álvares Cabral,"Porto, Portugal",,,,41.1542503,-8.6143944
pharmacy,Rua dos Clérigos,"Porto, Portugal",,,,41.1460581,-8.6127751
nursing_home,,"Porto, Portugal",,,,41.1426942,-8.6104666
atm,,"Porto, Portugal",,,,41.1427018,-8.6103208
restaurant,Rua da Bainharia,"Porto, Portugal",,,,41.1431491,-8.612842
cafe,,"Porto, Portugal",,,,41.1436784,-8.6102027
pharmacy,Rua de Santa Catarina,"Porto, Portugal",,,,41.1474855,-8.60674
restaurant,Rua de Santa Catarina,"Porto, Portugal",,,,41.1475895,-8.6066998
dentist,Rua de Santa Catarina,"Porto, Portugal",,,,41.1486271,-8.6063833
dentist,,"Porto, Portugal",,,,41.1499907,-8.6058022
restaurant,,"Porto, Portugal",,,,41.1501253,-8.6057536
cafe,Rua de Santa Catarina,"Porto, Portugal",,,,41.1504575,-8.6054606
cafe,Rua de Santa Catarina,"Porto, Portugal",,,,41.1501407,-8.6055739
restaurant,,"Porto, Portugal",,,,41.1500399,-8.6056041
clinic,Rua de Santa Catarina,"Porto, Portugal",,,,41.1486426,-8.6059065
clinic,Rua de Santa Catarina,"Porto, Portugal",,,,41.1486547,-8.6060084
clinic,,"Porto, Portugal",,,,41.1473426,-8.6065107
cafe,,"Porto, Portugal",,,,41.1590784,-8.6307703
restaurant,,"Porto, Portugal",,,,41.1449676,-8.6075014
restaurant,Travessa Cimo de Vila,"Porto, Portugal",,,,41.1448297,-8.6078154
restaurant,Rua da Alegria,"Porto, Portugal",,,,41.1573557,-8.6018247
pharmacy,,"Porto, Portugal",,,,41.1428841,-8.6150002
police,Rua do Carmo,"Porto, Portugal",,,,41.1476663,-8.6169921
restaurant,,"Porto, Portugal",,,,41.1534058,-8.6791992
kindergarten,Rua da Quinta Amarela,"Porto, Portugal",,,,41.1627329,-8.6255349
cafe,,"Porto, Portugal",,,,41.1500969,-8.6055836
restaurant,Rua de Cedofeita,"Porto, Portugal",,,,41.1515974,-8.6177684
post_office,,"Porto, Portugal",,,,41.1836877,-8.5995103
restaurant,Rua Santo Ildefonso,"Porto, Portugal",,,,41.1475829,-8.6005453
restaurant,,"Porto, Portugal",,,,41.1405472,-8.6141363
restaurant,Rua Doutor Barbosa de Castro,"Porto, Portugal",,,,41.1444983,-8.6175101
restaurant,,"Porto, Portugal",,,,41.1571438,-8.6101212
restaurant,Avenida de Fernão de Magalhães,"Porto, Portugal",,,,41.1515893,-8.5972591
cafe,,"Porto, Portugal",,,,41.1840908,-8.6030493
atm,,"Porto, Portugal",,,,41.173569,-8.6025094
pharmacy,,"Porto, Portugal",,,,41.1806812,-8.6044239
restaurant,,"Porto, Portugal",,,,41.152442,-8.6057072
clinic,"Rua Sá da Bandeira, 2° Direito 4000-432 Porto","Porto, Portugal",,,,41.1523764,-8.6057176
bank,,"Porto, Portugal",,,,41.1532201,-8.6055462
cafe,Rua Santo Ildefonso,"Porto, Portugal",,,,41.1476035,-8.6005503
cafe,,"Porto, Portugal",,,,41.1541207,-8.6420529
cafe,,"Porto, Portugal",,,,41.1537921,-8.641919
restaurant,,"Porto, Portugal",,,,41.1445018,-8.611976
restaurant,,"Porto, Portugal",,,,41.1454854,-8.6134815
cafe,,"Porto, Portugal",,,,41.1480941,-8.6503956
restaurant,,"Porto, Portugal",,,,41.148141,-8.6507771
restaurant,,"Porto, Portugal",,,,41.1456753,-8.6121609
restaurant,,"Porto, Portugal",,,,41.1671834,-8.6522163
dentist,,"Porto, Portugal",,,,41.1669707,-8.6529503
restaurant,,"Porto, Portugal",,,,41.1667342,-8.6515511
restaurant,,"Porto, Portugal",,,,41.1454813,-8.6117815
atm,,"Porto, Portugal",,,,41.1454124,-8.6119946
cafe,,"Porto, Portugal",,,,41.1652747,-8.6426721
bank,,"Porto, Portugal",,,,41.1605475,-8.6441418
restaurant,Rua da Constituição,"Porto, Portugal",,,,41.1622106,-8.6061694
restaurant,,"Porto, Portugal",,,,41.1454153,-8.6127514
restaurant,,"Porto, Portugal",,,,41.1453018,-8.6127324
atm,,"Porto, Portugal",,,,41.1516345,-8.6551442
restaurant,Rua da Fábrica,"Porto, Portugal",,,,41.1474226,-8.6127699
restaurant,Rua da Fábrica,"Porto, Portugal",,,,41.1475148,-8.6130859
dentist,Rua da Fábrica,"Porto, Portugal",,,,41.1474471,-8.612892
cafe,,"Porto, Portugal",,,,41.1597239,-8.6358321
cafe,,"Porto, Portugal",,,,41.1604836,-8.6328584
restaurant,,"Porto, Portugal",,,,41.1614205,-8.6844469
atm,,"Porto, Portugal",,,,41.1584182,-8.6312179
marketplace,,"Porto, Portugal",,,,41.16003,-8.6077524
restaurant,Rua de Faria Guimarães,"Porto, Portugal",,,,41.1600658,-8.608005
restaurant,,"Porto, Portugal",,,,41.1595976,-8.6656172
pharmacy,,"Porto, Portugal",,,,41.1557124,-8.6637597
cafe,Rua das Oliveiras,"Porto, Portugal",,,,41.1496498,-8.6147418
cafe,,"Porto, Portugal",,,,41.1553131,-8.6793497
place_of_worship,,"Porto, Portugal",,,,41.159815,-8.6658655
library,,"Porto, Portugal",,,,41.1593243,-8.6661686
cafe,,"Porto, Portugal",,,,41.1593608,-8.6654526
restaurant,,"Porto, Portugal",,,,41.1552858,-8.6480972
restaurant,,"Porto, Portugal",,,,41.1615873,-8.6577183
restaurant,,"Porto, Portugal",,,,41.1620154,-8.6523056
restaurant,,"Porto, Portugal",,,,41.1558482,-8.663941
cafe,,"Porto, Portugal",,,,41.1725432,-8.6737285
cafe,Avenida do Doutor Antunes Guimarães,"Porto, Portugal",,,,41.16407,-8.6623052
pharmacy,Avenida do Doutor Antunes Guimarães,"Porto, Portugal",,,,41.1644953,-8.6624955
cafe,,"Porto, Portugal",,,,41.1562052,-8.6640936
restaurant,,"Porto, Portugal",,,,41.1558801,-8.6638689
restaurant,Av. de Montevideu 236,"Porto, Portugal",,,,41.1611879,-8.684362
cafe,,"Porto, Portugal",,,,41.1591868,-8.6834202
bank,,"Porto, Portugal",,,,41.1503557,-8.6077917
restaurant,,"Porto, Portugal",,,,41.1550812,-8.6799428
cafe,,"Porto, Portugal",,,,41.1578246,-8.670116
restaurant,,"Porto, Portugal",,,,41.1754935,-8.6275444
cafe,,"Porto, Portugal",,,,41.1752975,-8.6275645
restaurant,Praia do Molhe,"Porto, Portugal",,,,41.1594332,-8.6845397
restaurant,Esplanada de 28 de Maio,"Porto, Portugal",,,,41.1587224,-8.684022
cafe,,"Porto, Portugal",,,,41.1575042,-8.6812217
restaurant,Rua de Gondarém,"Porto, Portugal",,,,41.1572249,-8.6809052
restaurant,,"Porto, Portugal",,,,41.1567025,-8.6797626
dentist,,"Porto, Portugal",,,,41.1650071,-8.6698007
restaurant,R. da Sra. da Luz,"Porto, Portugal",,,,41.1526891,-8.6780055
restaurant,Rua Doutor Manuel Pereira da Silva,"Porto, Portugal",,,,41.1735878,-8.6025159
place_of_worship,,"Porto, Portugal",,,,41.1470569,-8.5954167
restaurant,,"Porto, Portugal",,,,41.1785591,-8.6491754
restaurant,Rua do Bonjardim,"Porto, Portugal",,,,41.1487867,-8.6093654
cafe,Rua Formosa,"Porto, Portugal",,,,41.1473062,-8.6024192
atm,,"Porto, Portugal",,,,41.1524808,-8.6529215
restaurant,,"Porto, Portugal",,,,41.1577333,-8.5937698
cafe,Travessa da Fontinha,"Porto, Portugal",,,,41.1549901,-8.6054247
restaurant,,"Porto, Portugal",,,,41.142426,-8.6138677
restaurant,,"Porto, Portugal",,,,41.1645676,-8.6250662
restaurant,Rua de São João de Brito,"Porto, Portugal",,,,41.1620901,-8.6513346
restaurant,Rua Central de Francos,"Porto, Portugal",,,,41.1672131,-8.6345468
cafe,Rua do Barão de Forrester,"Porto, Portugal",,,,41.1587809,-8.6201736
restaurant,Rua da Torrinha,"Porto, Portugal",,,,41.1525593,-8.6200091
restaurant,Rua de Cedofeita,"Porto, Portugal",,,,41.1538189,-8.6184972
restaurant,Rua Egas Moniz,"Porto, Portugal",,,,41.1630608,-8.6224517
restaurant,Rua do Bom Jardim,"Porto, Portugal",,,,41.1594891,-8.6060061
restaurant,Rua de Cedofeita,"Porto, Portugal",,,,41.1516851,-8.6175746
restaurant,Rua do Bonjardim,"Porto, Portugal",,,,41.1507567,-8.6087906
cafe,Rua de Damião de Góis,"Porto, Portugal",,,,41.1624612,-8.6161725
restaurant,Avenida de Fernão de Magalhães,"Porto, Portugal",,,,41.15077,-8.5976978
atm,,"Porto, Portugal",,,,41.1693561,-8.6367363
clinic,Rua do Castelo de Numão,"Porto, Portugal",,,,41.168692,-8.6277285
cafe,Largo do Padrão,"Porto, Portugal",,,,41.1473603,-8.6017993
dentist,,"Porto, Portugal",,,,41.1592844,-8.638112
post_office,,"Porto, Portugal",,,,41.1574134,-8.5783351
college,,"Porto, Portugal",,,,41.1602221,-8.6089046
restaurant,,"Porto, Portugal",,,,41.1525948,-8.6176224
restaurant,,"Porto, Portugal",,,,41.1431712,-8.5981587
restaurant,Rua de Gonçalo Cristóvão,"Porto, Portugal",,,,41.1536694,-8.6088079
cafe,Avenida de Fernão de Magalhães,"Porto, Portugal",,,,41.1509214,-8.597902
restaurant,,"Porto, Portugal",,,,41.1543215,-8.595661
bank,,"Porto, Portugal",,,,41.1545651,-8.5952462
atm,,"Porto, Portugal",,,,41.1546034,-8.5952403
library,,"Porto, Portugal",,,,41.1497127,-8.5982784
cafe,,"Porto, Portugal",,,,41.1486666,-8.5982429
cafe,,"Porto, Portugal",,,,41.1490182,-8.5985343
cafe,,"Porto, Portugal",,,,41.1487599,-8.5989689
cafe,,"Porto, Portugal",,,,41.1484459,-8.5988038
cafe,Rua da Senhora da Luz,"Porto, Portugal",,,,41.152091,-8.6772738
restaurant,,"Porto, Portugal",,,,41.1509471,-8.594269
cafe,,"Porto, Portugal",,,,41.1498666,-8.606036
restaurant,Rua Sá da Bandeira,"Porto, Portugal",,,,41.1512893,-8.6066894
atm,,"Porto, Portugal",,,,41.1453699,-8.6104018
clinic,Rua Sá da Bandeira,"Porto, Portugal",,,,41.1513859,-8.6066237
restaurant,Rua de Entre Quintas,"Porto, Portugal",,,,41.1474654,-8.6285272
restaurant,Rua de Fernandes Tomás,"Porto, Portugal",,,,41.1495397,-8.6042051
restaurant,Rua de Passos Manuel,"Porto, Portugal",,,,41.1467333,-8.6049032
college,Rua de Fernandes Tomás,"Porto, Portugal",,,,41.1492328,-8.6028212
doctors,,"Porto, Portugal",,,,41.1610602,-8.6114807
university,Rua de O Comércio do Porto,"Porto, Portugal",,,,41.1423803,-8.6160121
restaurant,,"Porto, Portugal",,,,41.14711,-8.6259577
cafe,,"Porto, Portugal",,,,41.1457608,-8.5992672
cafe,Rua de Martim Moniz,"Porto, Portugal",,,,41.1713352,-8.66616
cafe,,"Porto, Portugal",,,,41.176102,-8.6640583
pharmacy,,"Porto, Portugal",,,,41.1722701,-8.6666778
cafe,,"Porto, Portugal",,,,41.1718495,-8.661913
cafe,,"Porto, Portugal",,,,41.1727495,-8.6638697
cafe,,"Porto, Portugal",,,,41.1723071,-8.6629034
cafe,,"Porto, Portugal",,,,41.1733567,-8.6653285
atm,,"Porto, Portugal",,,,41.1709349,-8.6709797
cafe,,"Porto, Portugal",,,,41.1695022,-8.6589948
pharmacy,,"Porto, Portugal",,,,41.1713115,-8.6589862
university,,"Porto, Portugal",,,,41.1752567,-8.6574932
cafe,,"Porto, Portugal",,,,41.1640856,-8.6628301
cafe,,"Porto, Portugal",,,,41.1641984,-8.6627325
cafe,,"Porto, Portugal",,,,41.1643028,-8.6626403
clinic,,"Porto, Portugal",,,,41.1703648,-8.6667224
bank,,"Porto, Portugal",,,,41.1630007,-8.6659809
bank,,"Porto, Portugal",,,,41.163193,-8.6630562
bank,,"Porto, Portugal",,,,41.1582286,-8.6826958
pharmacy,,"Porto, Portugal",,,,41.1592843,-8.6835226
cafe,,"Porto, Portugal",,,,41.1559081,-8.6806879
bank,,"Porto, Portugal",,,,41.1578991,-8.6798476
pharmacy,,"Porto, Portugal",,,,41.1547492,-8.673817
library,,"Porto, Portugal",,,,41.1503694,-8.6330381
cafe,,"Porto, Portugal",,,,41.1506022,-8.6329327
cafe,,"Porto, Portugal",,,,41.150683,-8.6328017
kindergarten,,"Porto, Portugal",,,,41.1572219,-8.6711246
bank,Marechal Gomes da Costa,"Porto, Portugal",,,,41.1611984,-8.6579813
bank,,"Porto, Portugal",,,,41.1611913,-8.6580219
school,,"Porto, Portugal",,,,41.1544783,-8.6735991
restaurant,,"Porto, Portugal",,,,41.1524648,-8.6366988
cafe,,"Porto, Portugal",,,,41.1523592,-8.636875
pharmacy,Rua da Senhora da Luz,"Porto, Portugal",,,,41.15228,-8.677446
bank,,"Porto, Portugal",,,,41.1523727,-8.6773185
restaurant,Rua do Passeio Alegre,"Porto, Portugal",,,,41.1480536,-8.6656668
pharmacy,,"Porto, Portugal",,,,41.1727691,-8.6547014
bank,,"Porto, Portugal",,,,41.1724687,-8.6549746
townhall,,"Porto, Portugal",,,,41.1683706,-8.6476047
post_office,,"Porto, Portugal",,,,41.1683776,-8.6475292
restaurant,,"Porto, Portugal",,,,41.1677587,-8.6457346
pharmacy,,"Porto, Portugal",,,,41.166332,-8.6487327
bank,,"Porto, Portugal",,,,41.1665193,-8.6495489
place_of_worship,,"Porto, Portugal",,,,41.16683,-8.6543851
bank,,"Porto, Portugal",,,,41.1661382,-8.6496921
bank,,"Porto, Portugal",,,,41.165997,-8.648664
bank,,"Porto, Portugal",,,,41.1658871,-8.6484443
restaurant,Rua do Doutor Alberto de Macedo,"Porto, Portugal",,,,41.1663731,-8.6555385
clinic,,"Porto, Portugal",,,,41.1622414,-8.6499642
pharmacy,,"Porto, Portugal",,,,41.1620096,-8.6515704
dentist,,"Porto, Portugal",,,,41.1737405,-8.6552784
university,,"Porto, Portugal",,,,41.1743969,-8.6593487
university,,"Porto, Portugal",,,,41.1737883,-8.6589343
cafe,,"Porto, Portugal",,,,41.1733532,-8.6561324
cafe,,"Porto, Portugal",,,,41.1756973,-8.6601845
restaurant,,"Porto, Portugal",,,,41.1649269,-8.6726317
cafe,,"Porto, Portugal",,,,41.1656262,-8.6706912
place_of_worship,Rua do Jornal de Notícias,"Porto, Portugal",,,,41.171352,-8.665086
cafe,Rua da Vilarinha,"Porto, Portugal",,,,41.1727049,-8.6741515
cafe,,"Porto, Portugal",,,,41.1721615,-8.6731014
marketplace,,"Porto, Portugal",,,,41.1702442,-8.6724871
doctors,,"Porto, Portugal",,,,41.1705423,-8.6688414
cafe,,"Porto, Portugal",,,,41.1708526,-8.6643879
bank,,"Porto, Portugal",,,,41.1648325,-8.6267807
clinic,Avenida da França,"Porto, Portugal",,,,41.1625871,-8.6271566
clinic,Avenida da França,"Porto, Portugal",,,,41.1629263,-8.6273611
bank,,"Porto, Portugal",,,,41.1614951,-8.627797
bank,,"Porto, Portugal",,,,41.1589542,-8.6286804
dentist,,"Porto, Portugal",,,,41.1527945,-8.6317804
bank,,"Porto, Portugal",,,,41.1543012,-8.6317431
restaurant,,"Porto, Portugal",,,,41.1526294,-8.6373755
cafe,,"Porto, Portugal",,,,41.1525931,-8.6370684
restaurant,,"Porto, Portugal",,,,41.1523581,-8.6361254
cafe,,"Porto, Portugal",,,,41.1527241,-8.6362924
restaurant,Rua D. Afonso Henriques,"Porto, Portugal",,,,41.1524511,-8.6328823
restaurant,,"Porto, Portugal",,,,41.1525941,-8.6327222
restaurant,,"Porto, Portugal",,,,41.1467647,-8.6165368
cafe,,"Porto, Portugal",,,,41.1465163,-8.6167704
restaurant,,"Porto, Portugal",,,,41.14674,-8.6174795
bank,,"Porto, Portugal",,,,41.1474414,-8.6158536
cafe,,"Porto, Portugal",,,,41.1480183,-8.6157526
restaurant,Rua Actor João Guedes,"Porto, Portugal",,,,41.1480071,-8.6154649
bank,,"Porto, Portugal",,,,41.1479904,-8.6161304
cafe,,"Porto, Portugal",,,,41.1470216,-8.6166279
restaurant,,"Porto, Portugal",,,,41.1471094,-8.6168513
restaurant,,"Porto, Portugal",,,,41.1471351,-8.6170789
restaurant,,"Porto, Portugal",,,,41.1471268,-8.6172544
restaurant,,"Porto, Portugal",,,,41.146947,-8.6174051
cafe,,"Porto, Portugal",,,,41.1458271,-8.6131087
atm,,"Porto, Portugal",,,,41.1460425,-8.6128027
cafe,,"Porto, Portugal",,,,41.1452674,-8.6154328
pharmacy,,"Porto, Portugal",,,,41.1453239,-8.6153088
cafe,,"Porto, Portugal",,,,41.1453534,-8.6152344
cafe,Rua de Alberto Aires de Gouveia,"Porto, Portugal",,,,41.146736,-8.6204861
cafe,,"Porto, Portugal",,,,41.1461443,-8.6203386
cafe,,"Porto, Portugal",,,,41.1460857,-8.620502
cafe,,"Porto, Portugal",,,,41.1461449,-8.6178685
clinic,,"Porto, Portugal",,,,41.1471065,-8.6149722
cafe,Rua 5 de Outubro,"Porto, Portugal",,,,41.1594429,-8.6306019
restaurant,Rua de Álvaro Castelões,"Porto, Portugal",,,,41.1645617,-8.6021169
clinic,,"Porto, Portugal",,,,41.1645276,-8.6619923
clinic,,"Porto, Portugal",,,,41.1700195,-8.6569801
restaurant,,"Porto, Portugal",,,,41.1724185,-8.6553125
cafe,,"Porto, Portugal",,,,41.1667458,-8.6250458
cafe,Estrada Interior da Circunvalação,"Porto, Portugal",,,,41.1761296,-8.6689795
restaurant,,"Porto, Portugal",,,,41.1844109,-8.602697
clinic,,"Porto, Portugal",,,,41.1844162,-8.6029369
restaurant,,"Porto, Portugal",,,,41.1842011,-8.6030115
atm,,"Porto, Portugal",,,,41.1426847,-8.6136624
restaurant,Estrada Exterior da Circunvalação,"Porto, Portugal",,,,41.1839103,-8.6022845
cafe,Rua do Mestre Guilherme Camarinha,"Porto, Portugal",,,,41.1843386,-8.6023544
college,Rua de Silva Tapada,"Porto, Portugal",,,,41.1662351,-8.5939432
doctors,,"Porto, Portugal",,,,41.1667414,-8.6606636
cafe,Rua de Sá da Bandeira,"Porto, Portugal",,,,41.1470891,-8.6089577
bank,Praça Mouzinho de Albuquerque,"Porto, Portugal",,,,41.1585937,-8.6280332
restaurant,,"Porto, Portugal",,,,41.1448143,-8.6066043
restaurant,,"Porto, Portugal",,,,41.1448494,-8.6065593
cafe,,"Porto, Portugal",,,,41.1650683,-8.6638517
restaurant,,"Porto, Portugal",,,,41.1559685,-8.5946856
restaurant,,"Porto, Portugal",,,,41.1560716,-8.5946349
cafe,,"Porto, Portugal",,,,41.1555805,-8.5949161
cafe,,"Porto, Portugal",,,,41.1553382,-8.5946763
cafe,Rua do Campo Alegre,"Porto, Portugal",,,,41.1534852,-8.6426094
kindergarten,,"Porto, Portugal",,,,41.1685845,-8.6692115
doctors,,"Porto, Portugal",,,,41.1599939,-8.6244495
police,Praça de Pedro Nunes,"Porto, Portugal",,,,41.1560551,-8.6227445
police,Rua Cantor Zeca Afonso,"Porto, Portugal",,,,41.1635001,-8.6086368
bank,,"Porto, Portugal",,,,41.1630886,-8.6640678
cafe,,"Porto, Portugal",,,,41.1633987,-8.6649249
restaurant,,"Porto, Portugal",,,,41.1632862,-8.6651967
doctors,,"Porto, Portugal",,,,41.1634612,-8.6651436
dentist,,"Porto, Portugal",,,,41.1633254,-8.6653536
restaurant,,"Porto, Portugal",,,,41.163628,-8.6672151
restaurant,,"Porto, Portugal",,,,41.1635263,-8.6672432
restaurant,,"Porto, Portugal",,,,41.1634576,-8.667262
restaurant,,"Porto, Portugal",,,,41.1633298,-8.6672972
restaurant,,"Porto, Portugal",,,,41.1633859,-8.6672817
pharmacy,,"Porto, Portugal",,,,41.1626851,-8.6676395
cafe,,"Porto, Portugal",,,,41.1499365,-8.605032
cafe,,"Porto, Portugal",,,,41.1621664,-8.6671182
dentist,,"Porto, Portugal",,,,41.1632093,-8.6623534
school,,"Porto, Portugal",,,,41.1631741,-8.6622787
bank,Avenida da Boavista,"Porto, Portugal",,,,41.1630686,-8.6615291
clinic,,"Porto, Portugal",,,,41.1624388,-8.6574225
cafe,,"Porto, Portugal",,,,41.1622509,-8.6575432
dentist,,"Porto, Portugal",,,,41.1614677,-8.6514091
bank,,"Porto, Portugal",,,,41.1607721,-8.6483636
restaurant,Rua Engenheiro Ferreira Dias,"Porto, Portugal",,,,41.1762875,-8.6472746
restaurant,Rua Engenheiro Ferreira Dias,"Porto, Portugal",,,,41.1768226,-8.6473342
atm,,"Porto, Portugal",,,,41.176733,-8.6471532
school,,"Porto, Portugal",,,,41.1602472,-8.644728
cafe,,"Porto, Portugal",,,,41.1601052,-8.6431998
restaurant,,"Porto, Portugal",,,,41.1601296,-8.6437793
cafe,,"Porto, Portugal",,,,41.1601464,-8.6438786
bank,,"Porto, Portugal",,,,41.1590066,-8.6364854
bank,,"Porto, Portugal",,,,41.1577805,-8.636259
dentist,,"Porto, Portugal",,,,41.1587638,-8.6350376
dentist,,"Porto, Portugal",,,,41.1588412,-8.6355893
restaurant,,"Porto, Portugal",,,,41.1583869,-8.6347104
atm,,"Porto, Portugal",,,,41.1585966,-8.633928
restaurant,Avenida da Boavista,"Porto, Portugal",,,,41.1585201,-8.6335438
cafe,,"Porto, Portugal",,,,41.1583793,-8.633247
cafe,,"Porto, Portugal",,,,41.1582818,-8.6322101
cafe,,"Porto, Portugal",,,,41.1579013,-8.6323999
marketplace,,"Porto, Portugal",,,,41.1576081,-8.6321521
atm,,"Porto, Portugal",,,,41.1583207,-8.6304357
restaurant,Rua Ofélia diogo,"Porto, Portugal",,,,41.1593603,-8.6316775
clinic,,"Porto, Portugal",,,,41.159024,-8.6330261
restaurant,,"Porto, Portugal",,,,41.1592006,-8.6332014
restaurant,,"Porto, Portugal",,,,41.1589688,-8.6332722
cafe,,"Porto, Portugal",,,,41.1587769,-8.6334102
doctors,,"Porto, Portugal",,,,41.1588455,-8.6334607
restaurant,,"Porto, Portugal",,,,41.1591902,-8.6359298
restaurant,,"Porto, Portugal",,,,41.1603637,-8.6403075
restaurant,,"Porto, Portugal",,,,41.1602868,-8.6410885
pharmacy,,"Porto, Portugal",,,,41.1605052,-8.6437268
cafe,,"Porto, Portugal",,,,41.1607405,-8.6436897
cafe,,"Porto, Portugal",,,,41.1624068,-8.6484542
restaurant,,"Porto, Portugal",,,,41.1635725,-8.6478925
bank,,"Porto, Portugal",,,,41.1631105,-8.6471814
bank,,"Porto, Portugal",,,,41.1637171,-8.6469516
restaurant,Avenida da Boavista,"Porto, Portugal",,,,41.1635586,-8.6613966
restaurant,,"Porto, Portugal",,,,41.1465085,-8.616564
restaurant,Rua Sá de Noronha,"Porto, Portugal",,,,41.1486045,-8.61506
restaurant,Rua da Picaria,"Porto, Portugal",,,,41.1487326,-8.6129044
restaurant,,"Porto, Portugal",,,,41.1418593,-8.6149565
atm,,"Porto, Portugal",,,,41.1446417,-8.6124361
restaurant,Rua do Bolhão,"Porto, Portugal",,,,41.1513338,-8.6071512
restaurant,Largo de São Domingos,"Porto, Portugal",,,,41.1430281,-8.6148333
restaurant,,"Porto, Portugal",,,,41.1464565,-8.6118687
atm,,"Porto, Portugal",,,,41.1412454,-8.6143281
restaurant,Rua Pinto Bessa,"Porto, Portugal",,,,41.1493773,-8.5878214
cafe,,"Porto, Portugal",,,,41.1564522,-8.6300124
cafe,,"Porto, Portugal",,,,41.1568074,-8.6292097
cafe,,"Porto, Portugal",,,,41.1568778,-8.6295988
restaurant,,"Porto, Portugal",,,,41.1569939,-8.6298801
restaurant,Rua do Heroísmo,"Porto, Portugal",,,,41.1461902,-8.5940116
cafe,Rua do Conde de Ferreira,"Porto, Portugal",,,,41.1472885,-8.5997246
cafe,,"Porto, Portugal",,,,41.1662517,-8.6115987
cafe,Rua da Preciosa,"Porto, Portugal",,,,41.1769689,-8.6572501
pharmacy,Rua de Cinco de Outubro,"Porto, Portugal",,,,41.1616531,-8.6321103
cafe,Rua da Travagem,"Porto, Portugal",,,,41.1652269,-8.6356069
cafe,,"Porto, Portugal",,,,41.1672025,-8.6344359
restaurant,,"Porto, Portugal",,,,41.1460267,-8.6041053
cafe,,"Porto, Portugal",,,,41.1664429,-8.6471721
cafe,,"Porto, Portugal",,,,41.1653975,-8.6433671
cafe,,"Porto, Portugal",,,,41.1653147,-8.6428119
cafe,,"Porto, Portugal",,,,41.1647655,-8.6420099
